ClosingStrategy,ObservationTableCEXHandler,SUL name,Seed,Cache,EquivalenceOracle,Method,Iter,HypSize,CESize,Info
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,1,9,6,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,2,10,7,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,3,12,7,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,4,15,7,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,5,24,8,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,6,26,8,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,7,27,9,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,8,35,10,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,9,36,10,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,10,40,10,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,11,41,11,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,12,42,11,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,13,43,12,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,14,44,13,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,15,52,13,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,16,53,15,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,17,54,16,EVx4
CloseFirst,RivestSchapire,TCP_FreeBSD_Server.dot,1642682891471,Y,"SouchaCTT(spy,1)",L*M,18,55,0,EVx4
CloseFirst,RivestSchapire,TCP_Linux_Client.dot,1642682891658,Y,"SouchaCTT(spy,1)",L*M,1,13,7,3dsS
CloseFirst,RivestSchapire,TCP_Linux_Client.dot,1642682891658,Y,"SouchaCTT(spy,1)",L*M,2,14,13,3dsS
CloseFirst,RivestSchapire,TCP_Linux_Client.dot,1642682891658,Y,"SouchaCTT(spy,1)",L*M,3,15,0,3dsS
CloseFirst,RivestSchapire,TCP_Linux_Server.dot,1642682892041,Y,"SouchaCTT(spy,1)",L*M,1,15,6,6IHi
CloseFirst,RivestSchapire,TCP_Linux_Server.dot,1642682892041,Y,"SouchaCTT(spy,1)",L*M,2,16,7,6IHi
CloseFirst,RivestSchapire,TCP_Linux_Server.dot,1642682892041,Y,"SouchaCTT(spy,1)",L*M,3,24,8,6IHi
CloseFirst,RivestSchapire,TCP_Linux_Server.dot,1642682892041,Y,"SouchaCTT(spy,1)",L*M,4,26,0,6IHi
CloseFirst,RivestSchapire,TCP_Windows8_Client.dot,1642682893271,Y,"SouchaCTT(spy,1)",L*M,1,11,6,T30d
CloseFirst,RivestSchapire,TCP_Windows8_Client.dot,1642682893271,Y,"SouchaCTT(spy,1)",L*M,2,13,0,T30d
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,1,13,6,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,2,14,6,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,3,15,7,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,4,20,8,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,5,25,7,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,6,27,9,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,7,29,10,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,8,33,10,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,9,35,11,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,10,36,12,q1TQ
CloseFirst,RivestSchapire,TCP_Windows8_Server.dot,1642682894856,Y,"SouchaCTT(spy,1)",L*M,11,38,0,q1TQ
