2022-01-20 13:21:17 INFO Benchmarking |ClosingStrategy: CloseFirst
2022-01-20 13:21:17 INFO Benchmarking |ObservationTableCEXHandler: RivestSchapire
2022-01-20 13:21:17 INFO Benchmarking |SUL name: VerneMQ__single_client.dot
2022-01-20 13:21:17 INFO Benchmarking |SUL dir: /home/bharat/research/survey_2022/cttlearn/experiments/../data/automata_wiki/benchmarks/MQTT/VerneMQ__single_client.dot
2022-01-20 13:21:17 INFO Benchmarking |Seed: 1642681277228
2022-01-20 13:21:17 INFO Benchmarking |Cache: Y
2022-01-20 13:21:17 INFO SouchaCTT |EquivalenceOracle: SouchaCTT: {Technique=hsi;ExtraStates=2;}
2022-01-20 13:21:17 INFO Benchmarking |EquivalenceOracle: SouchaCTT(hsi,2)
2022-01-20 13:21:17 INFO Benchmarking |Method: L*M
2022-01-20 13:21:18 INFO EQWrapperHypSize |EQStats:{'Iter':1,'HypSize':10,'CESize':0}
2022-01-20 13:21:18 INFO Benchmarking |Rounds: 1
2022-01-20 13:21:18 INFO Benchmarking |MQ [Resets]: 1221
2022-01-20 13:21:18 INFO Benchmarking |MQ [Symbols]: 5093
2022-01-20 13:21:18 INFO Benchmarking |EQ [Resets]: 32098
2022-01-20 13:21:18 INFO Benchmarking |EQ [Symbols]: 202754
2022-01-20 13:21:18 INFO SimpleProfiler |Learning [ms]: 29
2022-01-20 13:21:18 INFO SimpleProfiler |Searching for counterexample [ms]: 1218
2022-01-20 13:21:18 INFO Benchmarking |Qsize: 10
2022-01-20 13:21:18 INFO Benchmarking |Isize: 11
2022-01-20 13:21:18 INFO Benchmarking |Equivalent: OK
2022-01-20 13:21:18 INFO Benchmarking |Info: N/A
