2022-01-20 13:18:30 INFO Benchmarking |ClosingStrategy: CloseFirst
2022-01-20 13:18:30 INFO Benchmarking |ObservationTableCEXHandler: RivestSchapire
2022-01-20 13:18:30 INFO Benchmarking |SUL name: emqtt__single_client.dot
2022-01-20 13:18:30 INFO Benchmarking |SUL dir: /home/bharat/research/survey_2022/cttlearn/experiments/../data/automata_wiki/benchmarks/MQTT/emqtt__single_client.dot
2022-01-20 13:18:30 INFO Benchmarking |Seed: 1642681110628
2022-01-20 13:18:30 INFO Benchmarking |Cache: Y
2022-01-20 13:18:30 INFO SouchaCTT |EquivalenceOracle: SouchaCTT: {Technique=hsi;ExtraStates=0;}
2022-01-20 13:18:30 INFO Benchmarking |EquivalenceOracle: SouchaCTT(hsi,0)
2022-01-20 13:18:30 INFO Benchmarking |Method: L*M
2022-01-20 13:18:30 INFO EQWrapperHypSize |EQStats:{'Iter':1,'HypSize':8,'CESize':0}
2022-01-20 13:18:30 INFO Benchmarking |Rounds: 1
2022-01-20 13:18:30 INFO Benchmarking |MQ [Resets]: 979
2022-01-20 13:18:30 INFO Benchmarking |MQ [Symbols]: 3762
2022-01-20 13:18:30 INFO Benchmarking |EQ [Resets]: 189
2022-01-20 13:18:30 INFO Benchmarking |EQ [Symbols]: 749
2022-01-20 13:18:30 INFO SimpleProfiler |Learning [ms]: 27
2022-01-20 13:18:30 INFO SimpleProfiler |Searching for counterexample [ms]: 38
2022-01-20 13:18:30 INFO Benchmarking |Qsize: 10
2022-01-20 13:18:30 INFO Benchmarking |Isize: 11
2022-01-20 13:18:30 INFO Benchmarking |Equivalent: NOK
2022-01-20 13:18:30 INFO Benchmarking |Info: N/A
