,SUL name,HypSizePercent,CTT,Total cost
65,OpenSSL_1.0.1g_server_regular.dot,6.25,Wp,14
65,OpenSSL_1.0.1g_server_regular.dot,12.5,Wp,63
65,OpenSSL_1.0.1g_server_regular.dot,31.25,Wp,326
65,OpenSSL_1.0.1g_server_regular.dot,37.5,Wp,2218
65,OpenSSL_1.0.1g_server_regular.dot,43.75,Wp,2963
65,OpenSSL_1.0.1g_server_regular.dot,50.0,Wp,11176
65,OpenSSL_1.0.1g_server_regular.dot,93.75,Wp,13804
65,OpenSSL_1.0.1g_server_regular.dot,100.0,Wp,54856
99,OpenSSL_1.0.1g_server_regular.dot,6.25,HSI,14
99,OpenSSL_1.0.1g_server_regular.dot,12.5,HSI,63
99,OpenSSL_1.0.1g_server_regular.dot,31.25,HSI,326
99,OpenSSL_1.0.1g_server_regular.dot,37.5,HSI,1337
99,OpenSSL_1.0.1g_server_regular.dot,43.75,HSI,1469
99,OpenSSL_1.0.1g_server_regular.dot,50.0,HSI,6020
99,OpenSSL_1.0.1g_server_regular.dot,87.5,HSI,7799
99,OpenSSL_1.0.1g_server_regular.dot,93.75,HSI,26580
99,OpenSSL_1.0.1g_server_regular.dot,100.0,HSI,37385
325,OpenSSL_1.0.1g_server_regular.dot,6.25,H-ADS,14
325,OpenSSL_1.0.1g_server_regular.dot,12.5,H-ADS,63
325,OpenSSL_1.0.1g_server_regular.dot,31.25,H-ADS,326
325,OpenSSL_1.0.1g_server_regular.dot,37.5,H-ADS,1337
325,OpenSSL_1.0.1g_server_regular.dot,43.75,H-ADS,1469
325,OpenSSL_1.0.1g_server_regular.dot,50.0,H-ADS,6141
325,OpenSSL_1.0.1g_server_regular.dot,87.5,H-ADS,7969
325,OpenSSL_1.0.1g_server_regular.dot,93.75,H-ADS,26867
325,OpenSSL_1.0.1g_server_regular.dot,100.0,H-ADS,37672
332,OpenSSL_1.0.1g_server_regular.dot,6.25,W,14
332,OpenSSL_1.0.1g_server_regular.dot,12.5,W,63
332,OpenSSL_1.0.1g_server_regular.dot,31.25,W,326
332,OpenSSL_1.0.1g_server_regular.dot,37.5,W,3128
332,OpenSSL_1.0.1g_server_regular.dot,43.75,W,4095
332,OpenSSL_1.0.1g_server_regular.dot,50.0,W,21321
332,OpenSSL_1.0.1g_server_regular.dot,87.5,W,26084
332,OpenSSL_1.0.1g_server_regular.dot,93.75,W,95475
332,OpenSSL_1.0.1g_server_regular.dot,100.0,W,123160
447,OpenSSL_1.0.1g_server_regular.dot,6.25,H,14
447,OpenSSL_1.0.1g_server_regular.dot,12.5,H,63
447,OpenSSL_1.0.1g_server_regular.dot,18.75,H,143
447,OpenSSL_1.0.1g_server_regular.dot,25.0,H,231
447,OpenSSL_1.0.1g_server_regular.dot,31.25,H,5815
447,OpenSSL_1.0.1g_server_regular.dot,43.75,H,6081
447,OpenSSL_1.0.1g_server_regular.dot,68.75,H,7859
447,OpenSSL_1.0.1g_server_regular.dot,93.75,H,10669
447,OpenSSL_1.0.1g_server_regular.dot,100.0,H,10819
543,OpenSSL_1.0.1g_server_regular.dot,6.25,SPY,14
543,OpenSSL_1.0.1g_server_regular.dot,12.5,SPY,63
543,OpenSSL_1.0.1g_server_regular.dot,18.75,SPY,139
543,OpenSSL_1.0.1g_server_regular.dot,25.0,SPY,2879
543,OpenSSL_1.0.1g_server_regular.dot,37.5,SPY,3065
543,OpenSSL_1.0.1g_server_regular.dot,43.75,SPY,4126
543,OpenSSL_1.0.1g_server_regular.dot,62.5,SPY,10208
543,OpenSSL_1.0.1g_server_regular.dot,68.75,SPY,28935
543,OpenSSL_1.0.1g_server_regular.dot,93.75,SPY,32465
543,OpenSSL_1.0.1g_server_regular.dot,100.0,SPY,56146
604,OpenSSL_1.0.1g_server_regular.dot,6.25,SPY-H,14
604,OpenSSL_1.0.1g_server_regular.dot,12.5,SPY-H,63
604,OpenSSL_1.0.1g_server_regular.dot,18.75,SPY-H,144
604,OpenSSL_1.0.1g_server_regular.dot,25.0,SPY-H,189
604,OpenSSL_1.0.1g_server_regular.dot,31.25,SPY-H,5514
604,OpenSSL_1.0.1g_server_regular.dot,43.75,SPY-H,5686
604,OpenSSL_1.0.1g_server_regular.dot,62.5,SPY-H,7092
604,OpenSSL_1.0.1g_server_regular.dot,68.75,SPY-H,15115
604,OpenSSL_1.0.1g_server_regular.dot,93.75,SPY-H,20477
604,OpenSSL_1.0.1g_server_regular.dot,100.0,SPY-H,28376
