,CTT,MQ,EQ,TC,Rounds,APFD_s2
558,SPY,1144,25559,26703,5,0.7535252719541458
346,Wp,1224,34916,36140,5,0.5869915534998617
1,H-ADS,1224,37168,38392,5,0.5710827988600763
206,HSI,1224,37168,38392,5,0.5710827988600763
231,W,1237,35294,36531,5,0.5518610605407562
383,H,1055,33546,34601,5,0.526846425515764
544,SPY-H,1188,43226,44414,5,0.48836113452000335
