,CTT,MQ,EQ,TC,Rounds,APFD_s2
305,HSI,377,4127,4504,6,0.9559644656756445
361,H-ADS,377,4127,4504,6,0.9559644656756445
72,Wp,377,7798,8175,6,0.921325832573829
444,H,385,7823,8208,6,0.9033177242109012
525,SPY-H,382,8682,9064,6,0.9003425626198183
487,SPY,303,10832,11135,6,0.8719318646091957
35,W,377,15429,15806,6,0.870334286642153
