,CTT,MQ,EQ,TC,Rounds,APFD_s2
321,Wp,337,19238,19575,6,0.942495585638611
612,SPY,333,10565,10898,6,0.9404159309397685
296,HadsInt,337,22630,22967,6,0.9258583480478714
326,Hsi,337,22630,22967,6,0.9258583480478714
471,SPYH,368,15757,16125,6,0.9168203518409522
401,H,344,15013,15357,6,0.916678111307305
82,W,337,76118,76455,6,0.8141063370610163
