,CTT,MQ,EQ,TC,Rounds,APFD_s2
387,H,26193,2210654,2236847,43,0.9550283425774534
465,SPYH,27404,3301279,3328683,37,0.9449958509304943
11,Hsi,33104,2880274,2913378,37,0.9398556518199302
534,SPY,28147,4048525,4076672,38,0.9388166131425983
171,HadsInt,36141,2611594,2647735,38,0.9356434324986493
156,Wp,32194,7469809,7502003,41,0.8706858798081277
111,W,28465,12510639,12539104,41,0.8007715164146819
