,Method,Seed,EquivalenceOracle,CTT,Extra States,Random Infix Length,Cache,SUL name,Qsize,Isize,TreeType,Learning queries/symbols,Testing queries/symbols,HypSize,OTreeSize,MQ [Resets],MQ [Symbols],EQ [Resets],EQ [Symbols],Rounds,Learning [ms],Equivalent,Learning queries,Learning symbols,Testing queries,Testing symbols,TQ [Symbols],TQ [Resets],TQ,MQ,EQ,Total queries,Total symbols,APFD,AUC,Type,SUL group,HypSizePercent
64,"L# (SepSeq, SepSeq)",81,W,W,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '2852/13388']","[1, 4, 5, 6]",1399900,148,604,5466,25312,4,33,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 5466]","[0, 18, 11924, 25312]",25916,5614,31530,752,30778,[  14   70 2732 5614],14,0.9390559995492238,613105.0,Fixed,Bankcard,16.666666666666664
64,"L# (SepSeq, SepSeq)",81,W,W,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '2852/13388']","[1, 4, 5, 6]",1399900,148,604,5466,25312,4,33,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 5466]","[0, 18, 11924, 25312]",25916,5614,31530,752,30778,[  14   70 2732 5614],210,0.9390559995492238,613105.0,Fixed,Bankcard,66.66666666666666
64,"L# (SepSeq, SepSeq)",81,W,W,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '2852/13388']","[1, 4, 5, 6]",1399900,148,604,5466,25312,4,33,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 5466]","[0, 18, 11924, 25312]",25916,5614,31530,752,30778,[  14   70 2732 5614],12380,0.9390559995492238,613105.0,Fixed,Bankcard,83.33333333333334
64,"L# (SepSeq, SepSeq)",81,W,W,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '2852/13388']","[1, 4, 5, 6]",1399900,148,604,5466,25312,4,33,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 5466]","[0, 18, 11924, 25312]",25916,5614,31530,752,30778,[  14   70 2732 5614],25916,0.9390559995492238,613105.0,Fixed,Bankcard,100.0
73,"L# (SepSeq, SepSeq)",81,Wp,Wp,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,22,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],14,0.9466252829090089,615523.0,Fixed,Bankcard,16.666666666666664
73,"L# (SepSeq, SepSeq)",81,Wp,Wp,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,22,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],210,0.9466252829090089,615523.0,Fixed,Bankcard,66.66666666666666
73,"L# (SepSeq, SepSeq)",81,Wp,Wp,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,22,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],12380,0.9466252829090089,615523.0,Fixed,Bankcard,83.33333333333334
73,"L# (SepSeq, SepSeq)",81,Wp,Wp,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,22,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],21080,0.9466252829090089,615523.0,Fixed,Bankcard,100.0
88,"L# (SepSeq, SepSeq)",81,Hsi,Hsi,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,27,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],14,0.9466252829090089,615523.0,Fixed,Bankcard,16.666666666666664
88,"L# (SepSeq, SepSeq)",81,Hsi,Hsi,2,8,Y,10_learnresult_MasterCard_fix.dot,6,14,Compressed,"['14/14', '47/178', '57/264', '30/148']","['9/18', '2605/11906', '1685/8552']","[1, 4, 5, 6]",763216,148,604,4299,20476,4,27,OK,[ 14  61 118 148],[ 14 192 456 604],"[0, 9, 2614, 4299]","[0, 18, 11924, 20476]",21080,4447,25527,752,24775,[  14   70 2732 4447],210,0.9466252829090089,615523.0,Fixed,Bankcard,66.66666666666666
