,SUL name,HypSizePercent,CTT,Total cost
127,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,HSI,14
127,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,HSI,63
127,OpenSSL_1.0.1j_client_regular.dot,50.0,HSI,151
127,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,HSI,1202
127,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,HSI,2476
127,OpenSSL_1.0.1j_client_regular.dot,100.0,HSI,4504
137,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,Wp,14
137,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,Wp,63
137,OpenSSL_1.0.1j_client_regular.dot,50.0,Wp,151
137,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,Wp,2147
137,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,Wp,4473
137,OpenSSL_1.0.1j_client_regular.dot,100.0,Wp,8175
270,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,H-ADS,14
270,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,H-ADS,63
270,OpenSSL_1.0.1j_client_regular.dot,50.0,H-ADS,151
270,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,H-ADS,1202
270,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,H-ADS,2476
270,OpenSSL_1.0.1j_client_regular.dot,100.0,H-ADS,4504
347,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,W,14
347,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,W,63
347,OpenSSL_1.0.1j_client_regular.dot,50.0,W,151
347,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,W,2165
347,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,W,6559
347,OpenSSL_1.0.1j_client_regular.dot,100.0,W,15806
409,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,H,14
409,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,H,63
409,OpenSSL_1.0.1j_client_regular.dot,50.0,H,159
409,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,H,3998
409,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,H,6019
409,OpenSSL_1.0.1j_client_regular.dot,100.0,H,8208
589,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,SPY-H,14
589,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,SPY-H,63
589,OpenSSL_1.0.1j_client_regular.dot,50.0,SPY-H,158
589,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,SPY-H,4254
589,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,SPY-H,5476
589,OpenSSL_1.0.1j_client_regular.dot,100.0,SPY-H,9064
622,OpenSSL_1.0.1j_client_regular.dot,16.666666666666664,SPY,14
622,OpenSSL_1.0.1j_client_regular.dot,33.33333333333333,SPY,63
622,OpenSSL_1.0.1j_client_regular.dot,50.0,SPY,155
622,OpenSSL_1.0.1j_client_regular.dot,66.66666666666666,SPY,4310
622,OpenSSL_1.0.1j_client_regular.dot,83.33333333333334,SPY,8776
622,OpenSSL_1.0.1j_client_regular.dot,100.0,SPY,11135
