,CTT,MQ,EQ,TC,Rounds,APFD_s2
353,HSI,1675,27200,28875,7,0.9467644835852408
382,H,1440,32124,33564,7,0.9428635560956704
172,H-ADS,1675,31529,33204,7,0.9386417161625886
89,W,1544,67802,69346,7,0.9232392340889681
607,SPY-H,1406,83297,84703,7,0.9100186935882395
285,Wp,1511,60410,61921,7,0.8899257166606167
535,SPY,1440,88124,89564,6,0.8873027396803852
