,CTT,MQ,EQ,TC,Rounds,APFD_s2
369,H,9576,712469,722045,9,0.9704444224122383
501,SPY-H,12905,870752,883657,9,0.9675530971564541
513,SPY,9663,673659,683322,8,0.9638429071221467
22,H-ADS,9956,711895,721851,9,0.9519538632544338
304,HSI,9956,711895,721851,9,0.9519538632544338
309,Wp,9836,1677822,1687658,9,0.9515630092384088
186,W,9841,1886373,1896214,9,0.9437339350938238
