,CTT,MQ,EQ,TC,Rounds,APFD_s2
151,Wp,825,46742,47567,4,0.8659093792264143
218,W,825,58878,59703,4,0.8398149999677476
241,HSI,825,61283,62108,4,0.8346438577366093
333,H-ADS,825,61283,62108,4,0.8346438577366093
445,H,760,63209,63969,4,0.8205688901503179
514,SPY,631,95678,96309,4,0.7847912514164199
493,SPY-H,786,115891,116677,4,0.7144744678883893
